month	year	ndays_prec	high_prec	tot_prec	mean_prec	tdays	nao	soi
5	1968	19	FALSE	81.5	2.62903225806452	31	-1.5	1.21
5	1969	26	FALSE	94.7	3.05483870967742	31	-0.23	-0.78
5	1970	18	FALSE	20.5	0.661290322580645	31	1.87	0.04
5	1971	20	FALSE	48.2	1.55483870967742	31	-0.62	0.88
5	1972	22	TRUE	114.9	3.70645161290323	31	1.24	-1.52
5	1973	19	FALSE	66.1	2.13225806451613	31	0.37	0.25
5	1974	17	FALSE	37.3	1.20322580645161	31	-0.01	1.24
5	1975	9	FALSE	32.5	1.04838709677419	31	-2.42	0.51
5	1976	28	FALSE	88.5	2.85483870967742	31	1.2	0.5
5	1977	13	FALSE	36.5	1.17741935483871	31	-1.62	-1.18
5	1978	11	FALSE	25.8	0.832258064516129	31	0.37	1.5
5	1979	24	FALSE	125.4	4.04516129032258	31	1	0.46
5	1980	9	FALSE	26.6	0.858064516129032	31	-2.26	-0.35
5	1981	21	FALSE	76.5	2.46774193548387	31	0.05	0.82
5	1982	14	TRUE	76.8	2.47741935483871	31	1.1	-0.74
5	1983	25	FALSE	112.9	3.64193548387097	31	-0.57	0.79
5	1984	11	FALSE	26.5	0.854838709677419	31	-2.34	-0.03
5	1985	17	TRUE	67.7	2.18387096774194	31	-2.13	-0.15
5	1986	27	TRUE	137.5	4.43548387096774	31	2.16	-0.63
5	1987	15	FALSE	49.7	1.60322580645161	31	-0.81	-2.12
5	1988	14	FALSE	60.2	1.94193548387097	31	-1.24	1.09
5	1989	11	FALSE	32.9	1.06129032258065	31	1.16	1.45
5	1990	12	FALSE	56.8	1.83225806451613	31	-1.19	1.41
5	1991	12	FALSE	14.5	0.467741935483871	31	-0.04	-1.74
5	1992	20	TRUE	54.9	1.77096774193548	31	0.79	0.06
5	1993	15	TRUE	142.4	4.59354838709677	31	-2.59	-0.59
5	1994	9	FALSE	26.1	0.841935483870968	31	-1.43	-1.26
5	1995	17	FALSE	51.6	1.66451612903226	31	-0.36	-0.91
5	1996	16	FALSE	45.9	1.48064516129032	31	-1.5	0.46
5	1997	16	TRUE	88.6	2.85806451612903	31	-1.35	-2.41
5	1998	16	FALSE	41.7	1.34516129032258	31	-1.26	0.17
5	1999	19	TRUE	93.2	3.00645161290323	31	1.03	0.44
5	2000	16	TRUE	67.7	2.18387096774194	31	0.31	0.42
5	2001	12	FALSE	21.1	0.680645161290323	31	-0.09	-0.84
5	2002	22	TRUE	110.5	3.56451612903226	31	-0.05	-1.54
5	2003	25	TRUE	101	3.25806451612903	31	1.17	-0.85
5	2004	12	FALSE	46.9	1.51290322580645	31	-0.67	1.22
5	2005	19	FALSE	72.9	2.35161290322581	31	-0.13	-1.46
5	2006	24	TRUE	105.2	3.39354838709677	31	-0.22	-0.96
5	2007	22	FALSE	76.6	2.47096774193548	31	0.62	-0.3
5	2008	7	FALSE	22.1	0.712903225806452	31	-3.26	-0.25
5	2009	23	FALSE	94.6	3.05161290322581	31	1.52	-0.86
5	2010	15	FALSE	28.4	0.916129032258065	31	-1.66	0.85
5	2011	26	TRUE	118.2	3.81290322580645	31	1.08	0.46
5	2012	16	TRUE	95.5	3.08064516129032	31	-0.83	-0.38
5	2013	21	TRUE	86.2	2.78064516129032	31	1.23	0.9
5	2014	21	TRUE	109	3.51612903225806	31	-0.08	0.72
5	2015	20	TRUE	122.3	3.94516129032258	31	2.09	-1.04
5	2016	10	FALSE	24.2	0.780645161290323	31	-0.83	0.22
5	2017	11	TRUE	45.7	1.4741935483871	31	0.38	0.23
6	1961	15	TRUE	52.3	1.74333333333333	30	2.13	-0.53
6	1962	16	FALSE	50.9	1.69666666666667	30	1.41	0.37
6	1963	25	FALSE	100.6	3.35333333333333	30	-1.77	-1.3
6	1964	21	TRUE	58.3	1.94333333333333	30	-1.85	0.72
6	1965	18	TRUE	102.8	3.42666666666667	30	0.87	-1.63
6	1966	20	FALSE	101.6	3.38666666666667	30	0.82	0.14
6	1967	16	FALSE	52	1.73333333333333	30	1.96	0.67
6	1968	16	TRUE	85.4	2.84666666666667	30	0.95	1.27
6	1969	16	TRUE	85.1	2.83666666666667	30	-1.17	-0.24
6	1970	11	TRUE	61.2	2.04	30	-0.11	1.02
6	1971	19	FALSE	63.4	2.11333333333333	30	-1.32	0.21
6	1972	27	TRUE	114.6	3.82	30	1.07	-1.68
6	1973	14	FALSE	36.6	1.22	30	0.83	1.22
6	1974	14	FALSE	57.5	1.91666666666667	30	-0.14	0.14
6	1975	12	FALSE	30.3	1.01	30	0.18	1.69
6	1976	12	FALSE	28.8	0.96	30	1.76	-0.16
6	1977	17	TRUE	93.2	3.10666666666667	30	-0.89	-2.33
6	1978	16	FALSE	62.3	2.07666666666667	30	0.14	0.4
6	1979	14	FALSE	42.5	1.41666666666667	30	0.45	0.58
6	1980	25	TRUE	151.6	5.05333333333333	30	-0.21	-0.68
6	1981	24	FALSE	65.6	2.18666666666667	30	-1.57	1.28
6	1982	22	TRUE	97.1	3.23666666666667	30	-1.86	-2.49
6	1983	11	FALSE	48.4	1.61333333333333	30	0.54	-0.58
6	1984	14	FALSE	50.8	1.69333333333333	30	0.33	-1.22
6	1985	24	TRUE	60.7	2.02333333333333	30	-1.08	-1.39
6	1986	16	TRUE	46.2	1.54	30	-1.29	1.01
6	1987	26	TRUE	122	4.06666666666667	30	-0.58	-2.69
6	1988	8	FALSE	20.6	0.686666666666667	30	-2.75	-0.2
6	1989	15	FALSE	39.1	1.30333333333333	30	-0.53	0.81
6	1990	23	FALSE	74.6	2.48666666666667	30	0.42	-0.07
6	1991	23	FALSE	88.3	2.94333333333333	30	-0.31	-0.79
6	1992	8	FALSE	14.4	0.48	30	-1.74	-1.82
6	1993	15	FALSE	30.6	1.02	30	0.16	-2.18
6	1994	20	FALSE	56.2	1.87333333333333	30	2.98	-1.46
6	1995	13	FALSE	28	0.933333333333333	30	-3.36	-0.31
6	1996	14	FALSE	27.8	0.926666666666667	30	1.43	1.6
6	1997	21	FALSE	72.9	2.43	30	-4.05	-3.02
6	1998	26	TRUE	127.4	4.24666666666667	30	-0.85	1.05
6	1999	19	FALSE	87.3	2.91	30	1.39	0
6	2000	21	TRUE	95.9	3.19666666666667	30	0.89	-0.87
6	2001	17	FALSE	43.8	1.46	30	-1.33	-0.19
6	2002	18	TRUE	93.9	3.13	30	0.9	-1.02
6	2003	15	TRUE	80.2	2.67333333333333	30	-0.86	-1.75
6	2004	21	FALSE	83.2	2.77333333333333	30	-0.38	-1.91
6	2005	17	FALSE	53.6	1.78666666666667	30	-1	0.11
6	2006	9	FALSE	40.5	1.35	30	-0.41	-0.98
6	2007	22	TRUE	152.7	5.09	30	-3.34	0.14
6	2008	19	TRUE	99.5	3.31666666666667	30	-1.62	0.34
6	2009	17	TRUE	56.6	1.88666666666667	30	-3.05	-0.45
6	2010	9	FALSE	37.5	1.25	30	-3.65	0.24
6	2011	21	TRUE	82	2.73333333333333	30	-1.58	-0.04
6	2012	24	TRUE	161.8	5.39333333333333	30	-2.58	-1.51
6	2013	12	FALSE	52	1.73333333333333	30	1.4	1.45
6	2014	11	FALSE	39.9	1.33	30	-1.98	-0.46
6	2015	16	TRUE	34.6	1.15333333333333	30	0.28	-1.72
6	2016	19	FALSE	88.6	2.95333333333333	30	-1.27	0.44
6	2017	19	TRUE	141.9	4.73	30	-0.55	-1.39
7	1961	19	TRUE	132	4.25806451612903	31	0.63	0.18
7	1962	14	FALSE	55.4	1.78709677419355	31	-2.1	-0.04
7	1963	21	FALSE	74.5	2.40322580645161	31	-0.65	-0.13
7	1964	18	TRUE	61.4	1.98064516129032	31	2.44	0.62
7	1965	21	TRUE	99.1	3.19677419354839	31	-1.71	-2.32
7	1966	20	FALSE	64.7	2.08709677419355	31	-1.99	-0.15
7	1967	21	TRUE	118.4	3.81935483870968	31	1.44	0.18
7	1968	19	TRUE	77.3	2.49354838709677	31	-1.96	0.77
7	1969	15	FALSE	50	1.61290322580645	31	3.7	-0.73
7	1970	25	TRUE	96.6	3.11612903225806	31	0.27	-0.52
7	1971	13	TRUE	70.1	2.26129032258065	31	-1.04	0.17
7	1972	15	TRUE	89	2.87096774193548	31	0.41	-1.84
7	1973	20	TRUE	103.4	3.33548387096774	31	-1.85	0.63
7	1974	29	TRUE	97.2	3.13548387096774	31	2.07	1.23
7	1975	21	TRUE	92.2	2.9741935483871	31	0.63	2.13
7	1976	10	FALSE	49.5	1.59677419354839	31	-0.57	-1.24
7	1977	10	TRUE	51.3	1.65483870967742	31	-1.14	-1.45
7	1978	15	TRUE	60.9	1.96451612903226	31	-0.33	0.53
7	1979	18	FALSE	44.3	1.42903225806452	31	2.53	-0.76
7	1980	19	TRUE	76.1	2.45483870967742	31	-0.91	-0.14
7	1981	18	FALSE	56.7	1.82903225806452	31	1.74	0.87
7	1982	8	TRUE	47.5	1.53225806451613	31	-0.65	-1.89
7	1983	8	TRUE	60.2	1.94193548387097	31	-0.75	-0.7
7	1984	12	FALSE	25.8	0.832258064516129	31	0.93	0.12
7	1985	21	TRUE	111.4	3.59354838709677	31	1.09	-0.2
7	1986	21	TRUE	47.8	1.54193548387097	31	0.88	0.24
7	1987	17	TRUE	123.7	3.99032258064516	31	-1.25	-1.82
7	1988	29	TRUE	208.9	6.73870967741935	31	1.46	1.17
7	1989	11	FALSE	13.9	0.448387096774194	31	0.58	0.95
7	1990	13	TRUE	57.9	1.86774193548387	31	1.43	0.57
7	1991	17	FALSE	39.1	1.26129032258065	31	-0.28	-0.07
7	1992	20	TRUE	75.1	2.42258064516129	31	1.04	-0.63
7	1993	23	FALSE	79.2	2.55483870967742	31	0.64	-1.06
7	1994	14	FALSE	36.4	1.1741935483871	31	-0.09	-1.7
7	1995	12	FALSE	52	1.67741935483871	31	-0.96	0.44
7	1996	16	TRUE	61.9	1.99677419354839	31	1.47	0.7
7	1997	18	TRUE	70.1	2.26129032258065	31	1.18	-0.91
7	1998	23	TRUE	119.2	3.84516129032258	31	-0.57	1.49
7	1999	15	FALSE	34.1	1.1	31	-1.85	0.52
7	2000	15	FALSE	54.6	1.76129032258065	31	-2.99	-0.34
7	2001	19	FALSE	51.9	1.6741935483871	31	-1.12	-0.27
7	2002	18	TRUE	89.1	2.8741935483871	31	-0.71	-0.7
7	2003	20	TRUE	85.6	2.76129032258065	31	0.09	0.26
7	2004	22	FALSE	66.7	2.15161290322581	31	-0.3	-0.72
7	2005	14	FALSE	38.2	1.23225806451613	31	-0.08	0.06
7	2006	13	TRUE	48	1.54838709677419	31	0.83	-0.9
7	2007	25	TRUE	161.9	5.22258064516129	31	-1.05	-0.44
7	2008	18	TRUE	134.2	4.32903225806452	31	-1.13	0.2
7	2009	27	TRUE	201.3	6.49354838709677	31	-0.92	0.18
7	2010	22	TRUE	125.5	4.04838709677419	31	0.06	1.95
7	2011	15	FALSE	94.2	3.03870967741935	31	-3.39	1.11
7	2012	25	TRUE	119.7	3.86129032258065	31	-1.31	-0.15
7	2013	12	TRUE	106.8	3.44516129032258	31	2.52	0.76
7	2014	17	TRUE	64.1	2.06774193548387	31	0.91	-0.26
7	2015	27	FALSE	89.6	2.89032258064516	31	-2.16	-1.41
7	2016	18	FALSE	80.1	2.58387096774194	31	2.19	0.45
7	2017	24	TRUE	124.8	4.0258064516129	31	0.1	0.85
8	1961	23	TRUE	97.1	3.13225806451613	31	3.38	-0.16
8	1962	24	TRUE	158.8	5.12258064516129	31	2.28	0.26
8	1963	26	FALSE	105	3.38709677419355	31	-0.96	-0.43
8	1964	19	FALSE	81.8	2.63870967741935	31	-2.46	1.32
8	1965	23	TRUE	102.1	3.29354838709677	31	1.59	-1.37
8	1966	22	TRUE	126.3	4.0741935483871	31	-2.03	0.19
8	1967	22	TRUE	130.6	4.21290322580645	31	-0.41	0.44
8	1968	15	TRUE	56.6	1.8258064516129	31	-1.45	-0.2
8	1969	17	FALSE	77	2.48387096774194	31	-1.62	-0.71
8	1970	13	TRUE	84.5	2.7258064516129	31	-0.2	0.31
8	1971	20	TRUE	169.5	5.46774193548387	31	0.07	1.42
8	1972	10	FALSE	44	1.41935483870968	31	0.11	-1.12
8	1973	17	TRUE	126.9	4.09354838709677	31	2.32	1.18
8	1974	20	FALSE	82.5	2.66129032258065	31	0.89	0.56
8	1975	18	TRUE	92.1	2.97096774193548	31	0.08	2.03
8	1976	5	TRUE	23.4	0.754838709677419	31	0.62	-1.46
8	1977	19	TRUE	73.8	2.38064516129032	31	-1.42	-1.42
8	1978	22	TRUE	115.5	3.7258064516129	31	0.05	0.12
8	1979	23	TRUE	104	3.35483870967742	31	-0.85	-0.69
8	1980	24	TRUE	127.4	4.10967741935484	31	0.3	-0.06
8	1981	12	FALSE	34.2	1.10322580645161	31	1.01	0.4
8	1982	25	TRUE	100.6	3.24516129032258	31	1.45	-2.66
8	1983	11	FALSE	34.1	1.1	31	0.56	-0.37
8	1984	10	TRUE	82.8	2.67096774193548	31	1	0.1
8	1985	30	TRUE	183	5.90322580645161	31	2.33	0.66
8	1986	27	TRUE	133.7	4.31290322580645	31	-2.21	-0.85
8	1987	21	TRUE	81.6	2.63225806451613	31	-2.99	-1.67
8	1988	21	FALSE	99.9	3.22258064516129	31	0.73	1.36
8	1989	21	TRUE	89.6	2.89032258064516	31	1.76	-0.82
8	1990	20	FALSE	50.3	1.62258064516129	31	3.31	-0.71
8	1991	15	FALSE	41.1	1.3258064516129	31	2.71	-1.07
8	1992	24	FALSE	117.2	3.78064516129032	31	3.97	-0.01
8	1993	17	TRUE	66.7	2.15161290322581	31	0.75	-1.73
8	1994	20	TRUE	104.9	3.38387096774194	31	-1.59	-2.03
8	1995	8	FALSE	13.4	0.432258064516129	31	-1.33	-0.11
8	1996	16	FALSE	70.1	2.26129032258065	31	-0.19	0.33
8	1997	13	TRUE	52.5	1.69354838709677	31	1.78	-2.31
8	1998	19	FALSE	67.6	2.18064516129032	31	1.8	0.83
8	1999	17	FALSE	58.9	1.9	31	-3.67	-0.03
8	2000	22	FALSE	69.2	2.23225806451613	31	0.78	0.48
8	2001	24	FALSE	87.6	2.8258064516129	31	1.64	-1.01
8	2002	20	TRUE	96.6	3.11612903225806	31	-0.61	-1.62
8	2003	7	FALSE	12.2	0.393548387096774	31	-0.99	-0.35
8	2004	24	TRUE	255.6	8.24516129032258	31	-0.76	-0.9
8	2005	16	TRUE	97.1	3.13225806451613	31	0.94	-0.97
8	2006	22	TRUE	116.8	3.76774193548387	31	-2.47	-1.75
8	2007	15	TRUE	81.1	2.61612903225806	31	-3.41	0.01
8	2008	25	TRUE	144.5	4.66129032258065	31	-0.21	0.64
8	2009	24	TRUE	115.6	3.72903225806452	31	1.07	-0.59
8	2010	22	FALSE	75.1	2.42258064516129	31	-2.01	1.77
8	2011	26	TRUE	130.5	4.20967741935484	31	-2.41	0.07
8	2012	24	TRUE	147.4	4.75483870967742	31	-0.44	-0.74
8	2013	17	TRUE	133.2	4.29677419354839	31	2.16	-0.23
8	2014	24	TRUE	150.3	4.84838709677419	31	-1.14	-1.42
8	2015	23	TRUE	108.7	3.50645161290323	31	1.47	-2.15
8	2016	20	TRUE	146.1	4.71290322580645	31	2.14	0.4
8	2017	23	FALSE	79.5	2.56451612903226	31	-0.04	0.17
9	1961	24	TRUE	95.6	3.18666666666667	30	2.01	0.11
9	1962	22	TRUE	116.7	3.89	30	0.02	0.53
9	1963	19	TRUE	102.9	3.43	30	0.94	-0.6
9	1964	18	FALSE	72.1	2.40333333333333	30	0.5	1.29
9	1965	23	TRUE	146	4.86666666666667	30	-1.01	-1.41
9	1966	15	TRUE	109.5	3.65	30	-0.47	-0.24
9	1967	21	TRUE	141	4.7	30	0.32	0.44
9	1968	20	TRUE	237.8	7.92666666666667	30	0.5	-0.36
9	1969	17	TRUE	82.6	2.75333333333333	30	0.38	-1.1
9	1970	26	TRUE	122.5	4.08333333333333	30	0.47	1.18
9	1971	14	FALSE	25.5	0.85	30	-0.54	1.51
9	1972	7	FALSE	23.5	0.783333333333333	30	-4.11	-1.48
9	1973	17	FALSE	52.2	1.74	30	-0.79	1.27
9	1974	25	TRUE	118.7	3.95666666666667	30	0.11	1.16
9	1975	22	TRUE	169.9	5.66333333333333	30	1.75	2.15
9	1976	19	TRUE	137.8	4.59333333333333	30	-3.46	-1.29
9	1977	17	TRUE	88.7	2.95666666666667	30	1.64	-0.95
9	1978	23	TRUE	116.2	3.87333333333333	30	1.96	0.06
9	1979	20	FALSE	70.5	2.35	30	1.12	0.11
9	1980	24	TRUE	88.4	2.94666666666667	30	1.72	-0.54
9	1981	22	TRUE	190.3	6.34333333333333	30	0.27	0.52
9	1982	18	TRUE	88.1	2.93666666666667	30	1.08	-2.12
9	1983	21	TRUE	106.5	3.55	30	-0.65	0.91
9	1984	23	TRUE	156.1	5.20333333333333	30	-1.31	0.17
9	1985	23	TRUE	113.1	3.77	30	0	0
9	1986	8	FALSE	17.3	0.576666666666667	30	-1.34	-0.53
9	1987	23	TRUE	122.2	4.07333333333333	30	1.27	-1.13
9	1988	20	FALSE	92.1	3.07	30	0.8	1.92
9	1989	15	FALSE	19.2	0.64	30	-0.96	0.52
9	1990	17	FALSE	57.9	1.93	30	-0.99	-0.78
9	1991	15	FALSE	58.5	1.95	30	-1.12	-1.64
9	1992	21	TRUE	107.2	3.57333333333333	30	0.99	0.06
9	1993	19	TRUE	91.2	3.04	30	-2.6	-0.78
9	1994	19	FALSE	101.6	3.38666666666667	30	-2.85	-1.7
9	1995	19	TRUE	80	2.66666666666667	30	-1.55	0.28
9	1996	11	TRUE	60.4	2.01333333333333	30	-2.23	0.66
9	1997	14	FALSE	66.4	2.21333333333333	30	-0.67	-1.55
9	1998	15	FALSE	65.8	2.19333333333333	30	-3.48	1.04
9	1999	19	TRUE	129.5	4.31666666666667	30	-0.51	-0.07
9	2000	24	TRUE	194.1	6.47	30	-1.1	0.97
9	2001	20	TRUE	118.8	3.96	30	-3.83	0.11
9	2002	8	FALSE	42.5	1.41666666666667	30	-3.58	-0.66
9	2003	16	TRUE	97	3.23333333333333	30	0.35	-0.18
9	2004	21	TRUE	123	4.1	30	2.51	-0.31
9	2005	18	TRUE	102.6	3.42	30	0.5	0.34
9	2006	20	TRUE	104.4	3.48	30	-1.02	-0.6
9	2007	19	TRUE	74.9	2.49666666666667	30	-1.18	0.12
9	2008	19	TRUE	138.5	4.61666666666667	30	-2.07	1.26
9	2009	11	TRUE	39.7	1.32333333333333	30	-0.63	0.35
9	2010	21	TRUE	96.8	3.22666666666667	30	-2.38	2.44
9	2011	20	TRUE	128	4.26666666666667	30	2.97	1.14
9	2012	23	TRUE	141.3	4.71	30	-1.44	0.22
9	2013	16	TRUE	70.9	2.36333333333333	30	-0.57	0.41
9	2014	5	FALSE	12.4	0.413333333333333	30	-2.1	-0.66
9	2015	13	FALSE	29	0.966666666666667	30	-1.65	-1.65
9	2016	19	TRUE	88.5	2.95	30	2.45	1.28
9	2017	24	TRUE	135.5	4.51666666666667	30	1.42	0.62
